4 2 1 0 0 11 10.600000 2212 0 0.310378
4 -1 1    22     0     0      0.07401456     -0.51108429      7.99176799      8.00843561 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 3.706744
1 -1 1    11     0     0      0.05550533      0.64927457      1.17160806      1.34063567 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0     -0.01717381      0.00598976      0.03438210      0.94037020 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0     -0.05844508     -0.67436089      0.42982305      1.23421262 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0      0.02011355      0.01909656      8.96418678      8.96422969 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 2.167948
1 -1 1    11     0     0     -0.56271917      0.55542815      4.33335398      4.40489617 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0     -0.01529901      0.18284824     -0.27791925      0.99683991 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0      0.53474755     -0.70052781      0.95988258      1.60574694 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0      0.04327062     -0.03774858      5.58468268      5.58497788 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 0.036269
1 -1 1    11     0     0      0.46126381      1.17127663      5.92267486      6.05497572 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0      0.02913443     -0.14897254      0.10627537      0.95766343 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0     -0.49948597     -1.07944655      0.76902546      1.69895431 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0      0.00908772      0.05714246      3.80202430      3.80246454 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2112 0 0.032168
1 -1 1    11     0     0      0.04516420     -0.80545475      4.65437076      4.72376593 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2212     0     0      0.04493125      0.00017199      0.02969507      0.93981655 0.938272 0.000000 0.000000 -3.000000
3 -1 1  2112     0     0     -0.35910585      0.58320478      0.31372192      1.20427963 0.939565 0.000000 0.000000 -3.000000
4 -1 1    22     0     0      0.26901041      0.22207798      5.60221223      5.61306219 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 0.022606
1 -1 1    11     0     0     -0.63216102      0.62990646      6.03505969      6.10068483 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0      0.00401039     -0.01909411     -0.01112510      0.93983382 0.939565 0.000000 0.000000 -3.000000
